text,labels
"Question: Does this credit card offer cashback on all purchases, has no annual fee, **and** provides travel insurance benefits? Answer: Yes, it offers cashback on all purchases and has no annual fee. Travel insurance is included, but coverage is basic and may not cover all scenarios.",0
"Question: Does the uploaded image show a table lamp? Answer: Yes, it shows a table lamp with a wooden base.",0
"Question: Can this product be used for both painting and sketching? Answer: Yes, but it comes with a set of brushes only, requiring separate sketching pencils.",1
"Question: Does the attached file prove the employee’s leave approval? Answer: No, the file only mentions an application without a manager’s signature.",2
"Question: Is this a document showing eligibility for citizenship? Answer: Yes, but the document is incomplete, missing the residency duration page.",1
"Question: Does the attached video confirm the person is participating in the event? Answer: Yes, but the person appears only briefly, making it unclear if they are actively participating.",1
"Question: Can this software run on both Mac and Windows? Answer: Yes, but the Mac version requires an additional plugin not included in the installer.",1
"Question: Does the image depict a coffee table? Answer: No, the image shows a dining table, not a coffee table.",2
"Question: Is the record evidence of completed payment? Answer: Yes, the bank transfer receipt is attached, but the amount differs slightly from the invoice.",1
"Question: Is this text evidence of contract termination? Answer: No, the letter lacks any official declaration of termination.",2
"Question: Does the product include batteries for operation? Answer: No, the product description explicitly states 'batteries not included.'",2
"Question: Can this device be used for both photography and videography? Answer: Yes, but the maximum video resolution is limited to 720p.",1
"Question: Is the uploaded document a valid university diploma? Answer: Yes, but the file contains only the front page, and the transcript is missing.",1
"Question: Does the package contain both a laptop and charger? Answer: Yes, the description confirms this, but the image only shows the laptop.",1
"Question: Can this chair recline and swivel? Answer: Yes, but the recline angle is limited to 45 degrees, which may not suit all preferences.",1
"Question: Does this software support both English and French languages? Answer: Yes, but the French version has limited documentation.",1
"Question: Is this food product safe for people with nut allergies? Answer: No, the packaging states it 'may contain traces of nuts.'",2
"Question: Can this item be used as a bookshelf and storage cabinet? Answer: Yes, but the dimensions make it more suitable as a bookshelf.",1
"Question: Does the image confirm the presence of a smoke detector? Answer: No, the image shows a ceiling fan, not a smoke detector.",2
"Question: Is this record proof of legal ownership? Answer: Yes, it is a notarized deed, but the signature page is slightly cropped in the scan.",1
"Question: Does this file confirm the student’s enrollment? Answer: Yes, but the uploaded file is a scanned email without an official stamp.",1
"Question: Is this item compatible with both electric and gas stoves? Answer: Yes, but the user manual mentions specific size requirements for gas stoves.",1
"Question: Does this software support exporting files in both PDF and Excel formats? Answer: Yes, but the Excel export option is limited to premium users.",1
"Question: Can this bed frame be assembled without tools? Answer: Yes, the description confirms tool-free assembly, but some users may find the process tricky.",1
"Question: Is the product waterproof and rustproof? Answer: Yes, but the manual advises against prolonged water exposure.",1
"Question: Does this image contain both a dog and a cat? Answer: Yes, but the cat is partially hidden in the background.",1
"Question: Is this a record of unpaid fines? Answer: No, the document only lists fines that have been paid.",2
"Question: Can this oven bake and grill? Answer: Yes, but the grilling function requires an additional rack not included in the package.",1
"Question: Does the document confirm the person’s graduation? Answer: Yes, but the name on the diploma does not match the application form.",1
"Question: Is this tool compatible with both metric and imperial measurements? Answer: Yes, but the imperial markings are faded and hard to read.",1
"Question: Does this device include a built-in GPS? Answer: No, the device relies on pairing with a smartphone for GPS.",2
"Question: Is this software suitable for both personal and professional use? Answer: Yes, but the license limits professional use to non-commercial activities.",1
"Question: Does this image show a completed artwork? Answer: No, the image shows an unfinished painting with visible pencil outlines.",2
"Question: Can this jacket be used in both rainy and snowy conditions? Answer: Yes, but the fabric is more water-resistant than waterproof.",1
"Question: Does this uploaded file meet the tax filing requirements? Answer: No, the document lacks a required certification stamp.",2
"Question: Is this machine capable of both printing and scanning? Answer: Yes, but the scanning resolution is relatively low at 300 DPI.",1
"Question: Does this record confirm the employee’s promotion? Answer: Yes, but the new job title is absent from the document.",1
"Question: Is this bag suitable for laptops and books? Answer: Yes, but the interior padding is designed primarily for laptops, leaving books less secure.",1
"Question: Does this furniture come pre-assembled? Answer: No, the manual clearly states assembly is required.",2
"Question: Is this course available online and offline? Answer: Yes, but the offline classes are available only in select cities.",1
"Question: Does this document prove the person’s identity? Answer: Yes, but the ID card scan is slightly blurred, making it hard to read the details.",1
"Question: Can this game be played in both single-player and multiplayer modes? Answer: Yes, but multiplayer requires an additional subscription.",1
"Question: Does the package include both a power bank and a charging cable? Answer: Yes, but the cable is not compatible with USB-C devices.",1
"Question: Is this insurance policy valid internationally? Answer: Yes, but coverage outside the home country is limited to emergencies only.",1
"Question: Does this coffee maker include a grinder? Answer: No, the grinder must be purchased separately.",2
"Question: Is this backpack suitable for hiking and daily use? Answer: Yes, but its small size makes it better suited for light hiking trips.",1
"Question: Does this email confirm the job offer? Answer: No, the email only invites the candidate for a second round of interviews.",2
"Question: Is this text evidence of financial stability? Answer: Yes, it includes a bank balance statement, but it lacks recent transaction details.",1
"Question: Does this car support both manual and automatic driving modes? Answer: Yes, but the manual mode is only available in specific regions.",1
"Question: Is this product eco-friendly, made from recycled materials, **and** does it have a carbon-neutral certification? Answer: The product is made from 80% recycled materials and the company participates in carbon offset programs, but it doesn't have an official carbon-neutral certification.",1
"Question: Can this laptop run virtual reality applications **and** does it support external GPUs for enhanced performance? Answer: Yes, the laptop meets the minimum requirements for basic VR applications and supports external GPUs via Thunderbolt 3, but performance may vary depending on the external GPU used.",1
"Question: Is this jacket suitable for both alpine skiing **and** snowboarding, **and** does it have features like ventilation zippers **and** a powder skirt? Answer: Yes, the jacket is designed for winter sports like skiing and snowboarding, includes ventilation zippers, and has a detachable powder skirt, but the fit might be more tailored to skiers than snowboarders.",1
"Question: Does this phone have a dual-camera system with optical zoom **and** does it support 5G connectivity in all regions? Answer: Yes, the phone features a dual-camera system with optical zoom capabilities. It supports 5G, but compatibility may depend on your carrier and regional network availability.",1
"Question: Is this smartwatch capable of monitoring blood oxygen levels, sleep stages, **and** can it detect irregular heartbeats? Answer: Yes, it monitors blood oxygen levels and sleep stages. It can detect irregular heartbeats, but it is not a medical device and should not replace professional medical advice.",1
"Question: Does this chair have a weight capacity over 300 pounds, adjustable headrest, **and** is it certified for ergonomic use in professional settings? Answer: Yes, the chair supports up to 350 pounds, includes an adjustable headrest, and has ergonomic certifications suitable for professional office use.",1
"Question: Is this book available in multiple languages **and** does it include a companion app for interactive learning? Answer: Yes, the book is available in English, Spanish, and Mandarin. It offers a companion app, but some features are only accessible in the English version.",1
"Question: Does this blender have a self-cleaning function, a glass pitcher, **and** is it safe for hot liquids? Answer: Yes, it has a self-cleaning mode and the pitcher is made of tempered glass safe for hot liquids, but caution is advised as sudden temperature changes can still cause cracking.",1
"Question: Is this software open-source, compatible with multiple operating systems, **and** does it offer customer support? Answer: Yes, the software is open-source and runs on Windows, Mac, and Linux. While there's no official customer support, there is an active community forum for assistance.",1
"Question: Does this camera offer both RAW and JPEG shooting modes, in-camera editing features, **and** Wi-Fi transfer capabilities? Answer: Yes, it supports RAW and JPEG formats and offers basic in-camera editing. It has Wi-Fi transfer, but the companion app may have limited functionality on older smartphones.",1
"Question: Is this coffee maker programmable for multiple users, supports different brew strengths, **and** can it make espresso **and** regular coffee? Answer: Yes, it allows programming for up to three user profiles and supports various brew strengths. It makes regular coffee but includes an espresso-like strong brew option rather than true espresso.",1
"Question: Does this backpack meet carry-on size restrictions for most airlines, include a laptop compartment, **and** have anti-theft features? Answer: Yes, it fits within standard carry-on dimensions and has a padded laptop compartment. It includes anti-theft zippers, but doesn't have RFID blocking pockets.",1
"Question: Is this mattress compatible with adjustable bases, made from organic latex, **and** does it include a sleep trial period longer than 100 nights? Answer: Yes, it's adjustable base compatible and made from organic latex. It offers a 120-night sleep trial, but returns may incur a restocking fee.",1
"Question: Does this keyboard feature customizable RGB backlighting per key, low-profile mechanical switches, **and** wireless connectivity options? Answer: Yes, each key's RGB lighting can be customized, and it uses low-profile mechanical switches. It supports Bluetooth connectivity, but latency may be noticeable in wireless mode for gaming.",1
"Question: Is this product certified cruelty-free by an international organization, free from parabens **and** sulfates, **and** suitable for sensitive skin? Answer: Yes, it's certified cruelty-free and is free from parabens and sulfates. It's formulated for sensitive skin, but a patch test is recommended as individual reactions may vary.",1
"Question: Can this vacuum cleaner automatically adjust to different floor types, has a runtime over 60 minutes, **and** includes a docking station for charging? Answer: Yes, it auto-adjusts to floor types and has a maximum runtime of 70 minutes. It comes with a docking station, but the charging time is relatively long at around 5 hours.",1
"Question: Does this jacket have built-in heating elements, rechargeable via USB, **and** is it machine washable? Answer: Yes, it features built-in heating with USB rechargeable batteries and is machine washable once the battery pack is removed, but it's recommended to use a delicate cycle to preserve the heating elements.",1
"Question: Is this TV capable of displaying 8K resolution content, supports HDMI 2.1, **and** does it have variable refresh rate technology for gaming? Answer: Yes, it supports 8K content and has HDMI 2.1 ports. It includes variable refresh rate (VRR) technology, but some gaming consoles may require firmware updates to utilize this feature fully.",1
"Question: Does this printer offer eco-friendly refillable ink tanks, wireless direct printing, **and** high-resolution photo printing capabilities? Answer: Yes, it has refillable ink tanks to reduce waste and supports wireless direct printing. It prints high-resolution photos, but printing speed for images is slower compared to documents.",1
"Question: Is this pan oven-safe up to 600°F, features a triple-layer non-stick coating, **and** is PFOA and PFAS free? Answer: Yes, it's oven-safe to 600°F and has a durable triple-layer non-stick surface that's free from PFOA and PFAS. However, using metal utensils is not recommended as it may scratch the surface.",1
"Question: Does this lamp support wireless charging for smartphones, has adjustable color temperature, **and** includes a USB port for additional devices? Answer: Yes, it offers wireless charging and has adjustable color temperature settings. It includes a USB port, but wireless charging may be slower if multiple devices are connected simultaneously.",1
"Question: Is this detergent formulated for high-efficiency (HE) washers, biodegradable, **and** effective in cold water cycles? Answer: Yes, it's designed for HE machines, is biodegradable, and works well in cold water. For heavily soiled clothes, a pre-soak in warm water might enhance cleaning effectiveness.",1
"Question: Does this game offer an open-world environment, multiplayer co-op mode, **and** cross-save functionality between platforms? Answer: Yes, it features an open-world and multiplayer co-op. Cross-save is available between certain platforms, but not all, so compatibility depends on your specific devices.",1
"Question: Is this rug resistant to fading from sunlight exposure, suitable for both indoor **and** outdoor use, **and** easy to clean? Answer: Yes, it's UV-resistant and can be used indoors or outdoors. It's easy to clean with a hose, but it should be dried thoroughly to prevent mold if used outdoors.",1
"Question: Does this refrigerator include a smart touchscreen interface, voice control capabilities, **and** can it integrate with smart home systems? Answer: Yes, it features a touchscreen and supports voice control. It integrates with certain smart home systems, but compatibility with all systems is not guaranteed.",1
"Question: Is this desk constructed from solid hardwood, features built-in wireless charging, **and** adjustable height settings? Answer: Yes, it's made from solid oak, includes wireless charging embedded in the desktop, and has electronic height adjustment. However, the wireless charging may not work with all phone cases.",1
"Question: Does this streaming device support Dolby Atmos, 4K HDR content, **and** does it come with a voice-controlled remote **and** Ethernet connectivity? Answer: Yes, it supports Dolby Atmos and 4K HDR. It includes a voice remote, but Ethernet connectivity requires an optional adapter sold separately.",1
"Question: Is this bicycle foldable, includes electric pedal-assist up to 20 mph, **and** does it have regenerative braking? Answer: Yes, it's a foldable e-bike with pedal-assist. It features regenerative braking, but the amount of energy recovered is minimal and may not significantly extend battery life.",1
"Question: Does this umbrella offer a lifetime warranty, features a Teflon coating for quick drying, **and** includes an ergonomic handle with a wrist strap? Answer: Yes, it comes with a lifetime warranty and has a Teflon coating. The ergonomic handle includes a wrist strap, but some users find the handle size a bit large.",1
"Question: Is this cookware set oven-safe, dishwasher-safe, **and** does it feature stay-cool handles **and** tempered glass lids? Answer: Yes, it's oven and dishwasher-safe, and the handles are designed to stay cool. It comes with tempered glass lids, but the lids are not oven-safe.",1
"Question: Does this air purifier cover rooms larger than 500 square feet, includes a washable pre-filter, **and** has a real-time air quality indicator? Answer: Yes, it's suitable for large rooms and has a washable pre-filter. It displays real-time air quality, but the indicator light may be too bright for some when used in a bedroom at night.",1
"Question: Is this watch water-resistant up to 100 meters, supports contactless payments, **and** has multi-sport tracking capabilities including swimming **and** cycling? Answer: Yes, it's water-resistant and supports contactless payments. It tracks multiple sports, but advanced metrics for swimming and cycling may require a subscription to the manufacturer's app.",1
"Question: Can this tablet run desktop-grade software, supports stylus input with pressure sensitivity, **and** does it have a detachable keyboard included? Answer: Yes, it runs full desktop software and supports a pressure-sensitive stylus. The detachable keyboard is sold separately.",1
"Question: Does this dress feature sustainable materials like organic cotton, has pockets, **and** is it machine washable without shrinking? Answer: Yes, it's made from organic cotton and includes pockets. It's machine washable, but to prevent shrinking, it's recommended to wash in cold water and air dry.",1
"Question: Is this pillow made with cooling gel-infused memory foam, hypoallergenic, **and** does it come with a removable, washable cover made from bamboo fabric? Answer: Yes, it features cooling gel memory foam and is hypoallergenic. The cover is made from bamboo fabric and is removable for washing, but it should be air-dried to maintain softness.",1
"Question: Does this speaker support multi-room audio, voice control via multiple assistants, **and** high-resolution audio playback including FLAC files? Answer: Yes, it supports multi-room setups and high-res audio playback including FLAC. It works with Alexa and Google Assistant, but Apple HomeKit is not supported.",1
"Question: Is this airline ticket refundable, includes seat selection, **and** provides lounge access **and** priority boarding? Answer: Yes, the ticket is refundable and includes seat selection. It offers priority boarding but lounge access is not included; however, it can be purchased separately.",1
"Question: Does this hotel offer a pet-friendly policy, free parking, **and** complimentary breakfast **and** evening social events? Answer: Yes, pets are welcome for an additional fee, and parking is free. Breakfast is complimentary, and they host evening socials on weekdays, though these may be suspended due to local regulations.",1
"Question: Is breakfast included with this room reservation, **and** are there options for room service **and** special dietary requirements? Answer: Yes, breakfast is included and room service is available. They accommodate special dietary needs upon request, but it's best to inform them in advance.",1
"Question: Does this concert ticket grant access to front-row seating, include a merchandise package, **and** allow entry to the post-show meet-and-greet? Answer: Yes, it includes front-row seating and a merchandise package. The post-show meet-and-greet is not included but can be added for an extra fee.",1
"Question: Is this course accredited, offers a certificate upon completion, **and** includes lifetime access to course materials **and** future updates? Answer: Yes, it's accredited and provides a certificate. Lifetime access is included, but future updates may require an additional fee for access.",1
"Question: Does this subscription include unlimited data, supports tethering, **and** offers international roaming at no extra cost? Answer: Yes, it includes unlimited data and supports tethering. International roaming is available in select countries but may be limited in speed and requires activation before travel.",1
"Question: Is this event open to the public, free of charge, **and** does it offer free parking **and** refreshments? Answer: Yes, it's open and free to attend. Parking is available but limited, and refreshments are provided, though options may be limited for those with dietary restrictions.",1
"Question: Does this credit card offer a 0% introductory APR, cashback on all purchases, **and** no foreign transaction fees **and** annual fees? Answer: Yes, it offers a 0% introductory APR and cashback rewards. There are no foreign transaction fees, but it has an annual fee waived for the first year.",1
"Question: Is this laptop equipped with a dedicated graphics card **and** does it have a battery life exceeding 10 hours? Answer: No, the laptop uses integrated graphics and has a battery life of up to 7 hours under standard usage.",2
"Question: Does this smartphone support expandable storage via microSD **and** is it waterproof? Answer: No, it doesn't support microSD cards and is not rated for water resistance.",2
"Question: Is this jacket made of 100% wool **and** machine washable? Answer: No, the jacket is a wool blend and is dry clean only.",2
"Question: Can this printer handle large format printing up to A2 size **and** does it support wireless connectivity? Answer: No, it only prints up to A4 size and lacks wireless capabilities.",2
"Question: Does this television have an OLED display **and** support 8K resolution? Answer: No, the TV uses an LED panel and supports up to 4K resolution.",2
"Question: Is this coffee machine capable of making espresso **and** does it have a built-in milk frother? Answer: No, it's a basic drip coffee maker without espresso functionality or a milk frother.",2
"Question: Does this bicycle come with a carbon fiber frame **and** hydraulic disc brakes? Answer: No, the bicycle has an aluminum frame and uses mechanical disc brakes.",2
"Question: Is this smartwatch compatible with third-party fitness apps **and** does it offer cellular connectivity? Answer: No, it only works with the manufacturer's app and lacks cellular capabilities.",2
"Question: Can this camera shoot in RAW format **and** does it have a full-frame sensor? Answer: No, it only captures JPEG images and features a cropped APS-C sensor.",2
"Question: Does this mattress have a pillow-top layer **and** cooling gel technology? Answer: No, the mattress is a standard foam model without a pillow-top or cooling features.",2
"Question: Is this gaming console backward compatible with previous generation games **and** does it support virtual reality (VR)? Answer: No, it doesn't support older games or VR technology.",2
"Question: Does this blender have a glass jar **and** multiple pre-programmed settings? Answer: No, it comes with a plastic jar and only offers manual speed control.",2
"Question: Is this software available in multiple languages **and** does it offer cloud-based collaboration features? Answer: No, it's only available in English and lacks cloud collaboration functionalities.",2
"Question: Can this router support Wi-Fi 6 **and** does it have parental control options? Answer: No, it operates on Wi-Fi 5 standards and does not include parental controls.",2
"Question: Is this vehicle equipped with all-wheel drive **and** a hybrid engine? Answer: No, it's a front-wheel-drive model with a conventional gasoline engine.",2
"Question: Does this air conditioner have a built-in air purifier **and** support smart home integration? Answer: No, it functions solely as an air conditioner without purification or smart features.",2
"Question: Is this desk made from solid hardwood **and** does it feature built-in cable management? Answer: No, the desk is made of particleboard and lacks cable management features.",2
"Question: Does this book include a companion workbook **and** access to online resources? Answer: No, it's a standalone book without additional materials or online access.",2
"Question: Can this vacuum cleaner automatically return to its charging dock **and** be scheduled via a mobile app? Answer: No, it's a manual vacuum without robotic features or app connectivity.",2
"Question: Is this watch solar-powered **and** does it have GPS tracking? Answer: No, the watch is battery-operated and lacks GPS functionality.",2
"Question: Does this refrigerator have a water dispenser **and** an ice maker? Answer: No, it doesn't include a water dispenser or ice-making capabilities.",2
"Question: Is this keyboard wireless **and** does it feature mechanical keys? Answer: No, it's a wired keyboard with membrane keys.",2
"Question: Can this tent accommodate six people **and** is it suitable for winter camping? Answer: No, it's a compact tent designed for two people and is intended for three-season use.",2
"Question: Does this streaming service offer offline downloads **and** 4K streaming options? Answer: No, it only streams in up to 1080p and doesn't support offline viewing.",2
"Question: Is this jacket both flame-resistant **and** insulated for extreme cold? Answer: No, it's a standard jacket without flame-resistant properties or heavy insulation.",2
"Question: Does this grill use natural gas **and** include a side burner? Answer: No, it's a charcoal grill without any side burners.",2
"Question: Is this software compatible with both Windows and Mac OS **and** does it offer free lifetime updates? Answer: No, it's only compatible with Windows and requires paid updates after one year.",2
"Question: Can this baby monitor track both movement **and** heart rate? Answer: No, it only provides audio monitoring without movement or heart rate tracking.",2
"Question: Does this pair of headphones support active noise cancellation **and** wireless charging? Answer: No, they are wired headphones without noise-canceling features.",2
"Question: Is this blender powerful enough to make nut butter **and** does it come with a tamper tool? Answer: No, it's a basic blender suitable for smoothies but can't handle making nut butter and doesn't include a tamper.",2
"Question: Does this lawn mower have a self-propelled mechanism **and** an electric start feature? Answer: No, it's a push mower that starts manually with a pull cord.",2
"Question: Is this camera bag waterproof **and** does it have compartments for multiple lenses? Answer: No, it's water-resistant at best and has space for just one camera body and lens.",2
"Question: Can this thermostat be controlled remotely via smartphone **and** does it learn your schedule automatically? Answer: No, it's a manual thermostat without smart features or learning capabilities.",2
"Question: Does this treadmill have an incline feature **and** built-in workout programs? Answer: No, it's a flat treadmill without incline options or preset workouts.",2
"Question: Is this action figure articulated **and** does it come with interchangeable accessories? Answer: No, it's a static figure without movable parts or additional accessories.",2
"Question: Does this water filter remove heavy metals **and** bacteria? Answer: No, it only filters out chlorine and improves taste but doesn't remove heavy metals or bacteria.",2
"Question: Is this suitcase expandable **and** does it have a TSA-approved lock? Answer: No, it's a fixed-size suitcase without any locking mechanism.",2
"Question: Can this drone capture 4K video **and** does it have obstacle avoidance sensors? Answer: No, it records up to 1080p and lacks any obstacle avoidance technology.",2
"Question: Does this gaming chair have adjustable lumbar support **and** a built-in speaker system? Answer: No, it's a basic chair without lumbar adjustments or speakers.",2
"Question: Is this coffee grinder suitable for espresso grind **and** does it have grind size settings? Answer: No, it's a blade grinder that doesn't offer consistent grind sizes suitable for espresso.",2
"Question: Does this tablet support stylus input **and** have a high-resolution display suitable for graphic design? Answer: No, it doesn't support a stylus and has a basic display resolution.",2
"Question: Is this water bottle insulated **and** does it have a built-in filter? Answer: No, it's a single-wall bottle without insulation or filtration features.",2
"Question: Does this microphone offer USB connectivity **and** built-in noise reduction? Answer: No, it's an analog microphone that requires an XLR connection and lacks noise reduction.",2
"Question: Is this baby stroller compatible with car seats **and** does it have a reversible handlebar? Answer: No, it's a simple umbrella stroller without car seat compatibility or a reversible handle.",2
"Question: Can this desk lamp change color temperatures **and** is it touch-activated? Answer: No, it emits a fixed warm light and uses a traditional on/off switch.",2
"Question: Does this fitness tracker monitor blood pressure **and** oxygen saturation levels? Answer: No, it only tracks steps and estimates calorie burn.",2
"Question: Is this food processor capable of kneading dough **and** does it include multiple blade attachments? Answer: No, it's a mini chopper suitable for small tasks and comes with a single blade.",2
"Question: Does this wireless router support mesh networking **and** have built-in VPN capabilities? Answer: No, it's a basic router without mesh support or VPN features.",2
"Question: Is this air purifier equipped with a HEPA filter **and** does it have an air quality sensor? Answer: No, it uses a standard filter and doesn't monitor air quality.",2
"Question: Does this smart lock support keyless entry via smartphone **and** integrate with home automation systems? Answer: No, it's a traditional deadbolt lock that requires a physical key.",2
"Question: Is this garden hose kink-resistant **and** does it come with adjustable spray nozzles? Answer: No, it's a basic hose prone to kinking and doesn't include any nozzles.",2
"Question: Can this external hard drive withstand drops **and** is it waterproof? Answer: No, it's a standard hard drive without rugged or waterproof features.",2
"Question: Does this air fryer have multiple cooking presets **and** a capacity over 5 liters? Answer: No, it has manual temperature controls and a small 2-liter capacity.",2
"Question: Is this mattress topper made from memory foam **and** does it have cooling gel technology? Answer: No, it's made of standard polyester fill without any cooling properties.",2
"Question: Does this guitar amplifier have built-in effects **and** support Bluetooth connectivity? Answer: No, it's a basic amp without effects or wireless features.",2
"Question: Is this electric toothbrush rechargeable **and** does it offer multiple brushing modes? Answer: No, it's a battery-operated toothbrush with a single mode.",2
"Question: Does this speaker support stereo pairing **and** have a battery life over 20 hours? Answer: No, it doesn't support pairing with other speakers and has a battery life of about 5 hours.",2
"Question: Can this luggage set nest inside each other **and** are they made from hard-shell materials? Answer: No, they are soft-sided suitcases that do not nest.",2
"Question: Is this facial cleanser suitable for all skin types **and** free from parabens and sulfates? Answer: No, it's formulated for oily skin and contains sulfates.",2
"Question: Does this oven have a self-cleaning function **and** convection cooking capabilities? Answer: No, it's a basic oven without self-cleaning or convection features.",2
"Question: Is this electric scooter foldable **and** does it have a range over 25 miles? Answer: No, it's a non-foldable scooter with a maximum range of 10 miles.",2
"Question: Does this monitor have 4K resolution **and** a refresh rate of 144Hz? Answer: No, it has a 1080p resolution and a 60Hz refresh rate.",2
"Question: Is this sewing machine capable of embroidery **and** does it have an automatic needle threader? Answer: No, it's a basic model designed for simple stitches without embroidery functions or automatic threading.",2
"Question: Does this document contain an official government seal? Answer: No, the document is a letter from a private company. While it mentions government guidelines, there is no seal or official insignia visible. The header includes the company’s logo, not a government emblem.",2
"Question: Is this product suitable for infants? Answer: No, the product is a small parts toy labeled for ages 3+. Although the packaging has a picture of a baby, the safety warning explicitly mentions it poses a choking hazard for children under 3.",2
"Question: Is this item a laptop with a touchscreen and stylus? Answer: No, the item is a regular laptop without a touchscreen. While the product description mentions compatibility with external styluses, the screen itself does not support touch inputs.",2
"Question: Does the image show a baby in a highchair? Answer: No, the image shows an empty highchair in a kitchen. While it is clear that the chair is intended for babies, there is no baby visible in the image.",2
"Question: Is the audio recording an interview with two participants? Answer: No, the recording is a monologue. While it includes references to an interview, only one voice is heard, and no interactive dialogue is present.",2
"Question: Is the document signed by both parties? Answer: No, the document is signed by only one party. The signature page shows only the buyer’s signature, with the seller’s section left blank.",2
"Question: Does the product have a built-in camera and microphone? Answer: No, the product only has a built-in microphone. While the description mentions compatibility with external cameras, the device itself lacks a built-in camera.",2
"Question: Does the dataset contain images of wildlife? Answer: No, the dataset consists of indoor pet photographs. Although it mentions animals, all images are of domesticated pets, not wildlife.",2
"Question: Is this a shampoo with a dispenser pump head? Answer: No, the product is a body wash with a flip-top cap. The packaging resembles some shampoo bottles, but it explicitly states ‘body wash’ on the label.",2
"Question: Does the video feature a demonstration of the product? Answer: No, the video is an advertisement showing the product but does not demonstrate its use. It consists of static images and promotional text, without any action shots.",2
"Question: Is this an invoice for the current month? Answer: No, the invoice is from last month. The billing date clearly indicates it is for the previous cycle, not the current one.",2
"Question: Does the record mention both the father’s and mother’s names? Answer: No, the record lists only the mother’s name. The section for the father’s details is blank.",2
"Question: Is the document in English and Spanish? Answer: No, the document is only in English. While it mentions bilingual services, the text itself is not translated into Spanish.",2
"Question: Does the product image show a stroller? Answer: No, the image shows a car seat. While it mentions compatibility with certain stroller models, the product itself is not a stroller.",2
"Question: Is the package marked as fragile? Answer: No, there are no fragile markings on the package. While the item inside might be delicate, the external packaging lacks any such labels.",2
"Question: Does the map include both roads and hiking trails? Answer: No, the map shows only roads. While it is labeled as a ‘travel map,’ the hiking trail section is blank.",2
"Question: Is the data sorted by both name and date? Answer: No, the data is sorted only by name. The date column is unsorted and appears in random order.",2
"Question: Is this a valid passport photo? Answer: No, the photo has a patterned background, which violates passport photo guidelines requiring a plain background.",2
"Question: Does the report contain analysis and recommendations? Answer: No, the report includes only the analysis. The section for recommendations is marked as ‘to be added.’",2
"Question: Does the receipt include tax details? Answer: No, the receipt shows only the total amount. There is no breakdown of taxes applied to the purchase.",2
"Question: Does this manual explain installation and troubleshooting? Answer: No, the manual covers installation but has no troubleshooting section. The troubleshooting part is mentioned as available online.",2
"Question: Is the chart labeled with both axes? Answer: No, the chart has a labeled X-axis, but the Y-axis is unlabeled. While the title provides some context, the missing label makes the vertical data unclear.",2
"Question: Does the video include audio descriptions for the visually impaired? Answer: No, the video has subtitles but no audio descriptions. While accessibility is mentioned, this feature is not implemented.",2
"Question: Does the document comply with accessibility standards? Answer: No, the document has images without alt text. While it mentions compliance, key elements are missing for full accessibility.",2
"Question: Is this a fully functional prototype? Answer: No, the prototype lacks several features. While it demonstrates the core functionality, the extended features are not implemented yet.",2
"Question: Does the product listing include a warranty? Answer: No, the listing makes no mention of a warranty. While the brand offers warranties on other products, this specific item is excluded.",2
"Question: Is this a single-family house with a garden? Answer: No, it is a townhouse with a shared courtyard. While it includes outdoor space, it is not exclusive to a single family.",2
"Question: Does the box include all items listed in the description? Answer: No, the box is missing the charger cable. The rest of the items are included, but one key accessory is absent.",2
"Question: Is this a rental agreement for a residential property? Answer: No, the agreement is for a commercial office space. The terms and conditions specifically refer to business use.",2
"Question: Does this photo depict both individuals named in the text? Answer: No, the photo shows only one individual. The second person mentioned in the text is absent from the image.",2
"Question: Does this dataset include temperature and humidity readings? Answer: No, it includes temperature readings only. The humidity column is blank throughout.",2
"Question: Is the transcript verbatim? Answer: No, the transcript is a summarized version of the audio. Key details are omitted for brevity.",2
"Question: Does the event poster include a time and location? Answer: No, the poster includes only the date. The time and location are missing.",2
"Question: Is this course syllabus for the current semester? Answer: No, the syllabus is from last year. The course code and dates correspond to the previous academic cycle.",2
"Question: Does the report have an executive summary? Answer: No, the report begins with the introduction section. There is no separate executive summary.",2
"Question: Does the resume list references? Answer: No, the resume explicitly states ‘References available upon request.’",2
"Question: Is this a children’s book with illustrations? Answer: No, the book is a text-only guide for parents. While it discusses topics related to children, it is not illustrated.",2
"Question: Does the email contain attachments? Answer: No, the email references an attachment, but none are actually included.",2
"Question: Is the financial statement audited? Answer: No, the statement is unaudited. While it mentions compliance with accounting standards, there is no auditor’s report.",2
"Question: Does this invoice include a delivery fee? Answer: No, the delivery fee is listed as ‘waived.’ The total reflects only the cost of items purchased.",2
"Question: Is the recipe gluten-free? Answer: No, the recipe includes wheat flour. While it suggests possible substitutions, the main ingredients contain gluten.",2
"Question: Does the contract specify payment terms? Answer: No, the payment section is marked ‘to be negotiated.’",2
"Question: Does the survey include a question about age? Answer: No, the demographic section includes gender and location but omits age.",2
"Question: Is this painting labeled as an original? Answer: No, the label explicitly states it is a reproduction. While it resembles an original piece, the provenance is clear.",2
"Question: Does the vehicle listing mention mileage? Answer: No, the mileage field is blank. The description focuses on other features like color and engine type.",2
"Question: Is the package addressed to the correct recipient? Answer: No, the recipient’s name is misspelled on the label.",2
"Question: Does the phone have 5G capability? Answer: No, the phone supports only 4G networks. While it is advertised as ‘future-ready,’ the specifications do not include 5G.",2
